Season,Site,CoreName,CoreNo,TimePt,O2Flux
Winter,Army,HM,3,5,-87.9757861
Winter,Army,Ref,1,1,-66.05843848
Winter,Army,Ref,2,1,-83.42166266
Winter,Army,Ref,3,1,-373.5385766
Winter,Army,Ref,1,2,-62.93662578
Winter,Army,Ref,2,2,-90.87074173
Winter,Army,Ref,3,2,-462.0569438
Winter,Army,Ref,1,3,-66.24704102
Winter,Army,Ref,2,3,-94.49275603
Winter,Army,Ref,3,3,-459.0664155
Winter,Army,Ref,1,4,-72.37248253
Winter,Army,Ref,2,4,-103.3653588
Winter,Army,Ref,3,4,-431.6922371
Winter,Army,Ref,1,5,-78.23190448
Winter,Army,Ref,2,5,-110.8737437
Winter,Army,Ref,3,5,-500.4219773
Winter,Army,LoRef,1,1,-36.54759413
Winter,Army,LoRef,1,2,-54.17317708
Winter,Army,LoRef,1,3,-67.91921537
Winter,Army,LoRef,1,4,-84.89317335
Winter,Army,LoRef,1,5,-98.56326252
Winter,Army,HiRef,1,1,-63.67401308
Winter,Army,HiRef,1,2,-71.98683677
Winter,Army,HiRef,1,3,-78.658124
Winter,Army,HiRef,1,4,-86.20961278
Winter,Army,HiRef,1,5,-97.28814501
Spring,Army,LO,1,1,-318.5021506
Spring,Army,LO,1,2,-221.8749447
Spring,Army,LO,1,3,-447.4231144
Spring,Army,LO,1,4,-376.7921623
Spring,Army,LO,1,5,-457.2129003
Spring,Army,LO,2,1,-460.8373714
Spring,Army,LO,2,2,-573.9312642
Spring,Army,LO,2,3,-708.431986
Spring,Army,LO,2,4,-897.8613706
Spring,Army,LO,2,5,-829.7222269
Spring,Army,LO,3,1,-274.5786588
Spring,Army,LO,3,2,-243.2264889
Spring,Army,LO,3,3,-222.0836566
Spring,Army,LO,3,4,-247.7519383
Spring,Army,LO,3,5,-265.5265193
Spring,Army,HO,1,1,-43.72080032
Spring,Army,HO,1,2,-171.6935954
Spring,Army,HO,1,3,-173.7540456
Spring,Army,HO,1,4,-410.5154207
Spring,Army,HO,1,5,-183.7941952
Spring,Army,HO,2,1,-45.79630863
Spring,Army,HO,2,2,-107.7264794
Spring,Army,HO,2,3,-110.413271
Spring,Army,HO,2,4,-100.2733131
Spring,Army,HO,2,5,-106.7841477
Spring,Army,HO,3,1,-489.3409207
Spring,Army,HO,3,2,-342.3806665
Spring,Army,HO,3,3,-334.6512307
Spring,Army,HO,3,4,-552.251252
Spring,Army,HO,3,5,-580.8165183
Spring,Army,LM,1,1,-250.6505766
Spring,Army,LM,1,2,-240.5201169
Spring,Army,LM,1,3,-195.653381
Spring,Army,LM,1,4,-542.2529999
Spring,Army,LM,1,5,-428.8011145
Spring,Army,LM,2,1,-287.60582
Spring,Army,LM,2,2,-100.7791684
Spring,Army,LM,2,3,-145.4329913
Spring,Army,LM,2,4,-406.1243478
Spring,Army,LM,2,5,-122.342715
Spring,Army,LM,3,1,-257.7430965
Spring,Army,LM,3,2,-241.27421
Spring,Army,LM,3,3,-266.368381
Spring,Army,LM,3,4,-515.377671
Spring,Army,LM,3,5,-379.4168182
Spring,Army,MM,1,1,-307.0148743
Spring,Army,MM,1,2,-407.4749227
Spring,Army,MM,1,3,-294.9065862
Spring,Army,MM,1,4,-842.1977205
Spring,Army,MM,1,5,-1289.430891
Spring,Army,MM,2,1,-211.3791226
Spring,Army,MM,2,2,-205.6936018
Spring,Army,MM,2,3,-296.549312
Spring,Army,MM,2,4,-471.4865847
Spring,Army,MM,2,5,-301.0717652
Spring,Army,MM,3,1,-325.3301914
Spring,Army,MM,3,2,-320.5945062
Spring,Army,MM,3,3,-388.5094683
Spring,Army,MM,3,4,-562.705936
Spring,Army,MM,3,5,-672.7465158
Spring,Army,HM,1,1,-91.89789617
Spring,Army,HM,1,2,-222.1008691
Spring,Army,HM,1,3,-228.6889408
Spring,Army,HM,1,4,-184.1790695
Spring,Army,HM,1,5,-199.8080273
Spring,Army,HM,2,1,-719.7682826
Spring,Army,HM,2,2,-857.6482092
Spring,Army,HM,2,3,-757.2478619
Spring,Army,HM,2,4,-2440.342972
Spring,Army,HM,2,5,-1574.218762
Spring,Army,HM,3,1,-324.3144673
Spring,Army,HM,3,2,-291.410309
Spring,Army,HM,3,3,-460.5481517
Spring,Army,HM,3,4,-443.1768905
Spring,Army,HM,3,5,-1019.239832
Spring,Army,Ref,1,1,-7.395873195
Spring,Army,Ref,1,2,-126.6309119
Spring,Army,Ref,1,3,-161.2551486
Spring,Army,Ref,1,4,-386.3177314
Spring,Army,Ref,1,5,-126.0658562
Spring,Army,Ref,2,1,-186.1014835
Spring,Army,Ref,2,2,-224.0968945
Spring,Army,Ref,2,3,-238.8883996
Spring,Army,Ref,2,4,-251.5983817
Spring,Army,Ref,2,5,-242.2913213
Spring,Army,Ref,3,1,-244.0626614
Spring,Army,Ref,3,2,-280.2024759
Spring,Army,Ref,3,3,-245.9789664
Spring,Army,Ref,3,4,-415.7700268
Spring,Army,Ref,3,5,-401.8536574
Spring,Army,LoRef,1,1,-960.724909
Spring,Army,LoRef,1,2,-1036.704816
Spring,Army,LoRef,1,3,-1249.161403
Spring,Army,LoRef,1,4,-1728.393787
Spring,Army,LoRef,1,5,-1859.443116
Spring,Army,HiRef,1,1,-166.6254866
Spring,Army,HiRef,1,2,-193.8409467
Spring,Army,HiRef,1,3,-203.6463216
Spring,Army,HiRef,1,4,-652.1460081
Spring,Army,HiRef,1,5,-211.0825611
Summer15,Army,LO,1,1,-1804.128336
Summer15,Army,LO,2,1,-600.7317363
Summer15,Army,LO,3,1,-591.5522382
Summer15,Army,LO,1,2,-1825.732048
Summer15,Army,LO,2,2,-499.1437213
Summer15,Army,LO,3,2,-470.1413013
Summer15,Army,LO,1,3,-1682.341708
Summer15,Army,LO,2,3,-453.0679069
Summer15,Army,LO,3,3,-421.7199228
Summer15,Army,LO,1,4,-2390.041757
Summer15,Army,LO,2,4,-521.0593744
Summer15,Army,LO,3,4,-527.3004105
Summer15,Army,LO,1,5,-2176.9
Summer15,Army,LO,2,5,-583.6
Summer15,Army,LO,3,5,-531.1
Summer15,Army,LO,1,6,-2491.982976
Summer15,Army,LO,2,6,-574.286694
Summer15,Army,LO,3,6,-463.6400811
Summer15,Army,HO,1,1,-888.6403656
Summer15,Army,HO,2,1,-470.442307
Summer15,Army,HO,3,1,-777.4645212
Summer15,Army,HO,1,2,-651.1129575
Summer15,Army,HO,2,2,-514.9508261
Summer15,Army,HO,3,2,-842.5149292
Summer15,Army,HO,1,3,-640.4591897
Summer15,Army,HO,2,3,-483.1126845
Summer15,Army,HO,3,3,-833.3728373
Summer15,Army,HO,1,4,-952.9495811
Summer15,Army,HO,2,4,-807.8826513
Summer15,Army,HO,3,4,-2920.746572
Summer15,Army,HO,1,5,-832.6
Summer15,Army,HO,2,5,-837.5
Summer15,Army,HO,3,5,-2193.7
Summer15,Army,HO,1,6,-1064.441656
Summer15,Army,HO,2,6,-1202.785011
Summer15,Army,HO,3,6,-2801.713035
Summer15,Army,MM,1,1,-1087.380882
Summer15,Army,MM,2,1,-675.4052566
Summer15,Army,MM,3,1,-1367.298226
Summer15,Army,MM,1,2,-1184.231065
Summer15,Army,MM,2,2,-541.02989
Summer15,Army,MM,3,2,-1003.609279
Summer15,Army,MM,1,3,-1095.964388
Summer15,Army,MM,2,3,-453.0834182
Summer15,Army,MM,3,3,-619.1119614
Summer15,Army,MM,1,4,-1567.902797
Summer15,Army,MM,2,4,-978.4650114
Summer15,Army,MM,3,4,-1379.842899
Summer15,Army,MM,1,5,-1480.5
Summer15,Army,MM,2,5,-1066.8
Summer15,Army,MM,3,5,-911.3
Summer15,Army,MM,1,6,-1732.507224
Summer15,Army,MM,2,6,-1841.338398
Summer15,Army,MM,3,6,-1158.754441
