Season,Site,CoreName,CoreNo,TimePt,O2Flux
Summer15,Carrot,MM,3,2,-1011.013878
Summer15,Carrot,MM,1,3,-913.5778353
Summer15,Carrot,MM,2,3,-444.3151878
Summer15,Carrot,MM,3,3,-830.9324527
Summer15,Carrot,MM,1,4,-963.2629078
Summer15,Carrot,MM,2,4,-528.6223797
Summer15,Carrot,MM,3,4,-927.4183197
Summer15,Carrot,MM,1,5,-672.258704
Summer15,Carrot,MM,2,5,-472.9156025
Summer15,Carrot,MM,3,5,-613.7628334
Summer15,Carrot,MM,1,6,-894.2704024
Summer15,Carrot,MM,2,6,-594.7144757
Summer15,Carrot,MM,3,6,-775.4784046
Summer,NOAA,LO,1,1,-978.0059733
Summer,NOAA,LO,2,1,-1736.343756
Summer,NOAA,LO,3,1,-1750.715187
Summer,NOAA,LO,1,2,-935.2652533
Summer,NOAA,LO,2,2,-2038.936876
Summer,NOAA,LO,3,2,-2390.274572
Summer,NOAA,LO,1,3,-733.7420818
Summer,NOAA,LO,2,3,-2056.080683
Summer,NOAA,LO,3,3,-2300.45417
Summer,NOAA,HO,1,1,-1026.360815
Summer,NOAA,HO,2,1,-824.414776
Summer,NOAA,HO,3,1,-535.8621536
Summer,NOAA,HO,1,2,-1304.908653
Summer,NOAA,HO,2,2,-1188.14385
Summer,NOAA,HO,3,2,-1048.956914
Summer,NOAA,HO,1,3,-1228.446428
Summer,NOAA,HO,2,3,-1199.696707
Summer,NOAA,HO,3,3,-927.7356147
Summer,NOAA,LM,1,1,-1127.456571
Summer,NOAA,LM,2,1,-1741.904147
Summer,NOAA,LM,3,1,-1756.040268
Summer,NOAA,LM,1,2,-1931.716887
Summer,NOAA,LM,2,2,-2403.874876
Summer,NOAA,LM,3,2,-2416.670254
Summer,NOAA,LM,1,3,-1960.663743
Summer,NOAA,LM,2,3,-2647.574635
Summer,NOAA,LM,3,3,-2691.919689
Summer,NOAA,MM,1,1,-1211.959049
Summer,NOAA,MM,2,1,-1747.006493
Summer,NOAA,MM,3,1,-1592.944033
Summer,NOAA,MM,1,2,-1657.777111
Summer,NOAA,MM,2,2,-2492.295479
Summer,NOAA,MM,3,2,-2170.448714
Summer,NOAA,MM,1,3,-1974.445487
Summer,NOAA,MM,2,3,-2660.499584
Summer,NOAA,MM,3,3,-2279.656979
Summer,NOAA,HM,1,1,-1107.882337
Summer,NOAA,HM,2,1,-1178.752587
Summer,NOAA,HM,3,1,-1767.790109
Summer,NOAA,HM,1,2,-1707.341901
Summer,NOAA,HM,2,2,-1688.732778
Summer,NOAA,HM,3,2,-1746.305945
Summer,NOAA,HM,1,3,-1907.636606
Summer,NOAA,HM,2,3,-1888.244424
Summer,NOAA,HM,3,3,-1815.159461
Summer,NOAA,Ref,1,1,-301.3942202
Summer,NOAA,Ref,2,1,-1278.494965
Summer,NOAA,Ref,3,1,-10.28542658
Summer,NOAA,Ref,1,2,-815.950808
Summer,NOAA,Ref,2,2,-1496.754322
Summer,NOAA,Ref,3,2,-875.0692674
Summer,NOAA,Ref,1,3,-726.9563995
Summer,NOAA,Ref,2,3,-1270.935049
Summer,NOAA,Ref,3,3,-1096.915587
Fall,NOAA,LO,1,1,-864.5645651
Fall,NOAA,LO,2,1,-1625.120055
Fall,NOAA,LO,3,1,-636.5196603
Fall,NOAA,LO,1,2,-1007.566534
Fall,NOAA,LO,2,2,-1428.474127
Fall,NOAA,LO,3,2,-979.589253
Fall,NOAA,LO,1,3,-1004.319486
Fall,NOAA,LO,2,3,-1426.377124
Fall,NOAA,LO,3,3,-765.0213106
Fall,NOAA,LO,1,4,-1049.202647
Fall,NOAA,LO,2,4,-1849.907678
Fall,NOAA,LO,3,4,-833.8318003
Fall,NOAA,LO,1,5,-1096.475341
Fall,NOAA,LO,2,5,-2161.612746
Fall,NOAA,LO,3,5,-937.1584887
Fall,NOAA,HO,1,1,-1717.772987
Fall,NOAA,HO,2,1,-860.747181
Fall,NOAA,HO,3,1,-1203.433375
Fall,NOAA,HO,1,2,-1216.683676
Fall,NOAA,HO,2,2,-941.3330968
Fall,NOAA,HO,3,2,-1193.10743
Fall,NOAA,HO,1,3,-898.7936474
Fall,NOAA,HO,2,3,-771.6470837
Fall,NOAA,HO,3,3,-1071.315349
Fall,NOAA,HO,1,4,-1086.142856
Fall,NOAA,HO,2,4,-1160.77771
Fall,NOAA,HO,3,4,-1214.860114
Fall,NOAA,HO,1,5,-1098.255701
Fall,NOAA,HO,2,5,-919.9191806
Fall,NOAA,HO,3,5,-1392.054306
Fall,NOAA,LM,1,1,-1474.632037
Fall,NOAA,LM,2,1,-877.3154277
Fall,NOAA,LM,3,1,-776.2175605
Fall,NOAA,LM,1,2,-1586.86999
Fall,NOAA,LM,2,2,-920.6934153
Fall,NOAA,LM,3,2,-901.4250886
Fall,NOAA,LM,1,3,-1503.974345
Fall,NOAA,LM,2,3,-858.5903793
Fall,NOAA,LM,3,3,-1069.356959
Fall,NOAA,LM,1,4,-1721.804322
Fall,NOAA,LM,2,4,-1077.992524
Fall,NOAA,LM,3,4,-1304.090326
Fall,NOAA,LM,1,5,-1716.159682
Fall,NOAA,LM,2,5,-855.1463399
Fall,NOAA,LM,3,5,-1384.897261
Fall,NOAA,MM,1,1,-745.934975
Fall,NOAA,MM,2,1,-1075.791415
Fall,NOAA,MM,3,1,-1160.14583
Fall,NOAA,MM,1,2,-1050.223494
Fall,NOAA,MM,2,2,-1433.217281
Fall,NOAA,MM,3,2,-1412.907383
Fall,NOAA,MM,1,3,-1124.091334
Fall,NOAA,MM,2,3,-1540.384302
Fall,NOAA,MM,3,3,-1293.797596
Fall,NOAA,MM,1,4,-1310.557127
Fall,NOAA,MM,2,4,-1772.997711
Fall,NOAA,MM,3,4,-1774.206516
Fall,NOAA,MM,1,5,-1249.663855
Fall,NOAA,MM,2,5,-1771.81067
Fall,NOAA,MM,3,5,-1632.344725
Fall,NOAA,HM,1,1,-932.0983492
Fall,NOAA,HM,2,1,-1049.874427
Fall,NOAA,HM,3,1,-1759.36353
Fall,NOAA,HM,1,2,-990.2071365
Fall,NOAA,HM,2,2,-1405.68219
Fall,NOAA,HM,3,2,-1764.537371
Fall,NOAA,HM,1,3,-925.8363769
Fall,NOAA,HM,2,3,-1419.222449
Fall,NOAA,HM,3,3,-1579.397523
Fall,NOAA,HM,1,4,-1018.131919
Fall,NOAA,HM,2,4,-1776.514586
Fall,NOAA,HM,3,4,-2805.975956
Fall,NOAA,HM,1,5,-1062.946685
Fall,NOAA,HM,2,5,-2017.543326
Fall,NOAA,HM,3,5,-2755.872035
Fall,NOAA,Ref,1,1,-1737.314215
Fall,NOAA,Ref,2,1,-809.3916217
Fall,NOAA,Ref,3,1,-1292.781829
Fall,NOAA,Ref,1,2,-1077.53294
Fall,NOAA,Ref,2,2,-1190.702578
Fall,NOAA,Ref,3,2,-1687.374235
Fall,NOAA,Ref,1,3,-1131.146692
Fall,NOAA,Ref,2,3,-1227.104524
Fall,NOAA,Ref,3,3,-1658.076302
Fall,NOAA,Ref,1,4,-1617.769995
Fall,NOAA,Ref,2,4,-1616.421415
Fall,NOAA,Ref,3,4,-2123.391285
Fall,NOAA,Ref,1,5,-1250.870602
Fall,NOAA,Ref,2,5,-1269.195246
Fall,NOAA,Ref,3,5,-1779.335859
Fall,NOAA,LoRef,1,1,-576.8395676
Fall,NOAA,LoRef,1,2,-789.755089
Fall,NOAA,LoRef,1,3,-754.9663515
Fall,NOAA,LoRef,1,4,-755.8612756
Fall,NOAA,LoRef,1,5,-777.1167043
Fall,NOAA,HiRef,1,1,-614.7379455
Fall,NOAA,HiRef,1,2,-459.0309781
Fall,NOAA,HiRef,1,3,-449.0062345
Fall,NOAA,HiRef,1,4,-620.0962185
Fall,NOAA,HiRef,1,5,-472.7612331
Winter,NOAA,LO,1,1,-115.0515094
Winter,NOAA,LO,2,1,-453.6107868
Winter,NOAA,LO,3,1,-755.348239
Winter,NOAA,LO,1,2,-310.8256576
Winter,NOAA,LO,2,2,-425.4586433
Winter,NOAA,LO,3,2,-794.3786961
Winter,NOAA,LO,1,3,-536.4721654
Winter,NOAA,LO,2,3,-487.0480735
Winter,NOAA,LO,3,3,-822.1301526
Winter,NOAA,LO,1,4,-303.0732542
Winter,NOAA,LO,2,4,-337.025579
Winter,NOAA,LO,3,4,-836.5460569
Winter,NOAA,LO,1,5,-325.6244565
Winter,NOAA,LO,2,5,-471.570772
Winter,NOAA,LO,3,5,-826.1929038
Winter,NOAA,HO,1,1,-1038.010716
Winter,NOAA,HO,2,1,-719.0628696
Winter,NOAA,HO,3,1,-1295.766519
Winter,NOAA,HO,1,2,-1186.476847
Winter,NOAA,HO,2,2,-751.5155278
Winter,NOAA,HO,3,2,-1414.742254
Winter,NOAA,HO,1,3,-1198.522328
Winter,NOAA,HO,2,3,-759.2012403
Winter,NOAA,HO,3,3,-1349.100461
Winter,NOAA,HO,1,4,-1399.008868
Winter,NOAA,HO,2,4,-831.2525345
Winter,NOAA,HO,3,4,-1513.807519
Winter,NOAA,HO,1,5,-1183.090879
Winter,NOAA,HO,2,5,-710.8736198
Winter,NOAA,HO,3,5,-1235.885835
Winter,NOAA,LM,1,1,-585.0809642
Winter,NOAA,LM,2,1,-968.2362566
Winter,NOAA,LM,3,1,-720.8298523
Winter,NOAA,LM,1,2,-513.5029227
Winter,NOAA,LM,2,2,-970.6627498
Winter,NOAA,LM,3,2,-766.9283484
Winter,NOAA,LM,1,3,-574.2101228
Winter,NOAA,LM,2,3,-992.4861393
Winter,NOAA,LM,3,3,-810.9865364
Winter,NOAA,LM,1,4,-507.1399859
Winter,NOAA,LM,2,4,-903.7047568
Winter,NOAA,LM,3,4,-861.341177
Winter,NOAA,LM,1,5,-474.9636637
Winter,NOAA,LM,2,5,-942.1987048
Winter,NOAA,LM,3,5,-943.4167344
Winter,NOAA,MM,1,1,-619.3145857
Winter,NOAA,MM,2,1,-536.2961427
Winter,NOAA,MM,3,1,-561.4443631
Winter,NOAA,MM,1,2,-637.9887408
Winter,NOAA,MM,2,2,-563.5561853
Winter,NOAA,MM,3,2,-530.1844165
Winter,NOAA,MM,1,3,-620.3146826
Winter,NOAA,MM,2,3,-515.5425422
Winter,NOAA,MM,3,3,-563.3906408
Winter,NOAA,MM,1,4,-576.8374281
Winter,NOAA,MM,2,4,-422.9583287
Winter,NOAA,MM,3,4,-601.4089546
Winter,NOAA,MM,1,5,-601.6754349
Winter,NOAA,MM,2,5,-599.2153345
Winter,NOAA,MM,3,5,-579.4513356
Winter,NOAA,HM,1,1,-457.4659578
Winter,NOAA,HM,2,1,-85.84215948
Winter,NOAA,HM,3,1,-338.5159001
Winter,NOAA,HM,1,2,-289.1800801
Winter,NOAA,HM,2,2,-110.6767509
Winter,NOAA,HM,3,2,-378.0255184
Winter,NOAA,HM,1,3,-374.2198966
Winter,NOAA,HM,2,3,-259.9980771
Winter,NOAA,HM,3,3,-241.2376672
Winter,NOAA,HM,1,4,-177.7434032
Winter,NOAA,HM,2,4,-147.5351694
Winter,NOAA,HM,3,4,-362.3335509
Winter,NOAA,HM,1,5,-344.051603
Winter,NOAA,HM,2,5,-77.29985607
Winter,NOAA,HM,3,5,-229.400282
Winter,NOAA,Ref,1,1,-516.0906212
Winter,NOAA,Ref,2,1,-471.4255553
Winter,NOAA,Ref,3,1,-249.0075195
Winter,NOAA,Ref,1,2,-512.9694404
Winter,NOAA,Ref,2,2,-357.2637348
Winter,NOAA,Ref,3,2,-390.8179487
Winter,NOAA,Ref,1,3,-524.2173898
Winter,NOAA,Ref,2,3,-430.2260694
Winter,NOAA,Ref,3,3,-366.2317125
Winter,NOAA,Ref,1,4,-514.8858135
Winter,NOAA,Ref,2,4,-284.0292058
Winter,NOAA,Ref,3,4,-316.558541
Winter,NOAA,Ref,1,5,-516.1532403
Winter,NOAA,Ref,2,5,-485.128462
Winter,NOAA,Ref,3,5,-385.160637
Winter,NOAA,LoRef,1,1,-1055.476655
Winter,NOAA,LoRef,1,2,-1068.690196
Winter,NOAA,LoRef,1,3,-1105.903034
Winter,NOAA,LoRef,1,4,-1113.833386
Winter,NOAA,LoRef,1,5,-1270.908128
Winter,NOAA,HiRef,1,1,-220.0010963
Winter,NOAA,HiRef,1,2,-509.6393971
Winter,NOAA,HiRef,1,3,-421.7921437
Winter,NOAA,HiRef,1,4,-224.1649501
Winter,NOAA,HiRef,1,5,-398.5955448
Spring,NOAA,LO,1,1,-1082.33839
Spring,NOAA,LO,1,2,-1170.097572
Spring,NOAA,LO,1,3,-1210.022907
Spring,NOAA,LO,1,4,-1327.913489
Spring,NOAA,LO,1,5,-1381.044157
Spring,NOAA,LO,2,1,-1312.628385
Spring,NOAA,LO,2,2,-1095.05711
Spring,NOAA,LO,2,3,-1203.058944
Spring,NOAA,LO,2,4,-1875.253007
Spring,NOAA,LO,2,5,-1990.333055
Spring,NOAA,LO,3,1,-1834.583188
Spring,NOAA,LO,3,2,-2264.424741
Spring,NOAA,LO,3,3,-2043.414547
Spring,NOAA,LO,3,4,-2444.992716
Spring,NOAA,LO,3,5,-2698.568263
Spring,NOAA,HO,1,1,-2050.167686
Spring,NOAA,HO,1,2,-2271.646723
Spring,NOAA,HO,1,3,-2167.105022
Spring,NOAA,HO,1,4,-2638.028903
Spring,NOAA,HO,1,5,-2522.56535
Spring,NOAA,HO,2,1,-1288.362386
Spring,NOAA,HO,2,2,-1478.140001
Spring,NOAA,HO,2,3,-1486.692362
Spring,NOAA,HO,2,4,-1831.266394
Spring,NOAA,HO,2,5,-1889.674151
Spring,NOAA,HO,3,1,-397.7251069
Spring,NOAA,HO,3,2,-407.6719985
Spring,NOAA,HO,3,3,-494.6877211
Spring,NOAA,HO,3,4,-821.530158
Spring,NOAA,HO,3,5,-1276.178862
Spring,NOAA,LM,1,1,-2028.16391
Spring,NOAA,LM,1,2,-2232.069606
Spring,NOAA,LM,1,3,-2180.474203
Spring,NOAA,LM,1,4,-2348.183297
Spring,NOAA,LM,1,5,-2230.669106
Spring,NOAA,LM,2,1,-2326.626078
Spring,NOAA,LM,2,2,-2383.454315
Spring,NOAA,LM,2,3,-2470.443819
Spring,NOAA,LM,2,4,-2819.396105
Spring,NOAA,LM,2,5,-2793.613371
Spring,NOAA,LM,3,1,-2280.346615
Spring,NOAA,LM,3,2,-2162.627472
Spring,NOAA,LM,3,3,-2256.435443
Spring,NOAA,LM,3,4,-2734.173979
Spring,NOAA,LM,3,5,-2689.94936
Spring,NOAA,MM,1,1,-1562.331774
Spring,NOAA,MM,1,2,-1767.669851
Spring,NOAA,MM,1,3,-1824.403286
Spring,NOAA,MM,1,4,-1946.991826
Spring,NOAA,MM,1,5,-2011.317867
Spring,NOAA,MM,2,1,-2712.187816
Spring,NOAA,MM,2,2,-2462.800792
Spring,NOAA,MM,2,3,-2537.68146
Spring,NOAA,MM,2,4,-3024.926601
Spring,NOAA,MM,2,5,-2093.085364
Spring,NOAA,MM,3,1,-1793.741962
Spring,NOAA,MM,3,2,-1751.338219
Spring,NOAA,MM,3,3,-1720.441279
Spring,NOAA,MM,3,4,-2009.596093
Spring,NOAA,MM,3,5,-3055.935676
Spring,NOAA,HM,1,1,-1076.230814
Spring,NOAA,HM,1,2,-730.8300705
Spring,NOAA,HM,1,3,-640.5518663
Spring,NOAA,HM,1,4,-711.7330836
Spring,NOAA,HM,1,5,-871.0406271
Spring,NOAA,HM,2,1,-464.7215647
Spring,NOAA,HM,2,2,-402.9226941
Spring,NOAA,HM,2,3,-404.3380339
Spring,NOAA,HM,2,4,-473.3884639
Spring,NOAA,HM,2,5,-445.3132449
Spring,NOAA,HM,3,1,-613.1068996
Spring,NOAA,HM,3,2,-571.2812397
Spring,NOAA,HM,3,3,-580.9632755
Spring,NOAA,HM,3,4,-805.5580137
Spring,NOAA,HM,3,5,-861.4686669
Spring,NOAA,Ref,1,1,-1057.608316
Spring,NOAA,Ref,1,2,-1149.314106
Spring,NOAA,Ref,1,3,-1128.74779
Spring,NOAA,Ref,1,4,-1357.411058
Spring,NOAA,Ref,1,5,-1327.421398
Spring,NOAA,Ref,2,1,-1881.611449
Spring,NOAA,Ref,2,2,-1586.691089
Spring,NOAA,Ref,2,3,-1546.121661
Spring,NOAA,Ref,2,4,-1610.530902
Spring,NOAA,Ref,2,5,-1395.032318
Spring,NOAA,Ref,3,1,-1491.82774
Spring,NOAA,Ref,3,2,-1489.159335
Spring,NOAA,Ref,3,3,-1265.862674
Spring,NOAA,Ref,3,4,-1623.464632
Spring,NOAA,Ref,3,5,-1662.112496
Spring,NOAA,LoRef,1,1,-882.5712012
Spring,NOAA,LoRef,1,2,-1008.907923
Spring,NOAA,LoRef,1,3,-1029.378734
Spring,NOAA,LoRef,1,4,-1107.815047
Spring,NOAA,LoRef,1,5,-1232.059408
Spring,NOAA,HiRef,1,1,-112.6707524
Spring,NOAA,HiRef,1,2,-189.5756976
Spring,NOAA,HiRef,1,3,-180.6579249
Spring,NOAA,HiRef,1,4,-262.8020824
Spring,NOAA,HiRef,1,5,-225.1782407
Summer15,NOAA,LO,1,1,265.5458193
Summer15,NOAA,LO,2,1,115.8151027
Summer15,NOAA,LO,3,1,122.0108474
Summer15,NOAA,LO,1,2,-468.3895492
Summer15,NOAA,LO,2,2,-472.6936472
Summer15,NOAA,LO,3,2,-472.5904961
Summer15,NOAA,LO,1,3,-737.450347
Summer15,NOAA,LO,2,3,-1001.125829
Summer15,NOAA,LO,3,3,-416.1684665
Summer15,NOAA,LO,1,4,-790.5391968
Summer15,NOAA,LO,2,4,-1110.586933
Summer15,NOAA,LO,3,4,-455.7208277
Summer15,NOAA,LO,1,5,-787.0289808
Summer15,NOAA,LO,2,5,-1266.659872
Summer15,NOAA,LO,3,5,-489.3855058
Summer15,NOAA,HO,1,1,270.351704
Summer15,NOAA,HO,2,1,-1398.683364
Summer15,NOAA,HO,3,1,196.1489036
Summer15,NOAA,HO,1,2,-387.0949516
Summer15,NOAA,HO,2,2,-2114.996782
Summer15,NOAA,HO,3,2,-472.928291
Summer15,NOAA,HO,1,3,-395.5540635
Summer15,NOAA,HO,2,3,-2915.981002
Summer15,NOAA,HO,3,3,-477.7163882
Summer15,NOAA,HO,1,4,-422.5177246
Summer15,NOAA,HO,2,4,-3003.654073
Summer15,NOAA,HO,3,4,-601.2242441
Summer15,NOAA,HO,1,5,-560.9680227
Summer15,NOAA,HO,2,5,-3195.038716
Summer15,NOAA,HO,3,5,-1009.114096
Summer15,NOAA,MM,1,1,557.8623856
Summer15,NOAA,MM,2,1,-962.4093459
Summer15,NOAA,MM,3,1,-1236.495225
Summer15,NOAA,MM,1,2,-2188.125923
Summer15,NOAA,MM,2,2,-1737.506453
Summer15,NOAA,MM,3,2,-1986.614966
Summer15,NOAA,MM,1,3,-3169.697863
Summer15,NOAA,MM,2,3,-2331.742927
Summer15,NOAA,MM,3,3,-2540.780543
Summer15,NOAA,MM,1,4,-3159.099597
Summer15,NOAA,MM,2,4,-2434.483391
Summer15,NOAA,MM,3,4,-2604.995188
Summer15,NOAA,MM,1,5,-3196.479635
Summer15,NOAA,MM,2,5,-2528.074931
Summer15,NOAA,MM,3,5,-2781.615768
Summer,Army,LO,1,1,-710.8446049
Summer,Army,LO,2,1,-2821.11999
Summer,Army,LO,3,1,-2592.809243
Summer,Army,LO,1,2,-1311.822386
Summer,Army,LO,2,2,-2687.208218
Summer,Army,LO,3,2,-2335.821489
Summer,Army,LO,1,3,-1540.064258
Summer,Army,LO,2,3,-2823.268876
Summer,Army,LO,3,3,-2500.537875
Summer,Army,LO,1,4,-2099.684709
Summer,Army,LO,2,4,-2580.163562
Summer,Army,LO,3,4,-2428.44784
Summer,Army,HO,1,1,-721.4809613
Summer,Army,HO,2,1,-379.6992499
Summer,Army,HO,3,1,-306.4877853
Summer,Army,HO,1,2,-681.9412641
Summer,Army,HO,2,2,-397.8663558
Summer,Army,HO,3,2,-257.3903161
Summer,Army,HO,1,3,-688.976804
Summer,Army,HO,2,3,-481.0161482
Summer,Army,HO,3,3,-349.5788242
Summer,Army,HO,1,4,-1077.609642
Summer,Army,HO,2,4,-1059.029872
Summer,Army,HO,3,4,-507.9661246
Summer,Army,LM,1,1,-2016.190054
Summer,Army,LM,2,1,-2132.934192
Summer,Army,LM,3,1,-2844.198727
Summer,Army,LM,1,2,-2059.525988
Summer,Army,LM,2,2,-2635.525236
Summer,Army,LM,3,2,-2796.620779
Summer,Army,LM,1,3,-2282.850849
Summer,Army,LM,2,3,-2839.712603
Summer,Army,LM,3,3,-2889.482844
Summer,Army,LM,1,4,-2498.922779
Summer,Army,LM,2,4,-2648.005493
Summer,Army,LM,3,4,-2690.270568
Summer,Army,MM,1,1,-1853.921331
Summer,Army,MM,2,1,-2111.513479
Summer,Army,MM,3,1,-1959.456199
Summer,Army,MM,1,2,-1913.849145
Summer,Army,MM,2,2,-2372.902395
Summer,Army,MM,3,2,-1968.68957
Summer,Army,MM,1,3,-2289.496946
Summer,Army,MM,2,3,-2528.456824
Summer,Army,MM,3,3,-2236.414226
Summer,Army,MM,1,4,-2555.103973
Summer,Army,MM,2,4,-2733.351556
Summer,Army,MM,3,4,-2195.036524
Summer,Army,HM,1,1,-2051.845632
Summer,Army,HM,2,1,-2812.898976
Summer,Army,HM,3,1,-1923.98955
Summer,Army,HM,1,2,-2209.609861
Summer,Army,HM,2,2,-2829.585824
Summer,Army,HM,3,2,-1980.36707
Summer,Army,HM,1,3,-2536.035034
Summer,Army,HM,2,3,-2942.394418
Summer,Army,HM,3,3,-2074.526756
Summer,Army,HM,1,4,-2754.306331
Summer,Army,HM,2,4,-2715.573056
Summer,Army,HM,3,4,-2782.792805
Summer,Army,Ref,1,1,-358.366525
Summer,Army,Ref,2,1,-649.2124031
Summer,Army,Ref,3,1,-526.0964183
Summer,Army,Ref,1,2,-210.4647348
Summer,Army,Ref,2,2,-564.2568234
Summer,Army,Ref,3,2,-386.174625
Summer,Army,Ref,1,3,-309.6591746
Summer,Army,Ref,2,3,-555.517941
Summer,Army,Ref,3,3,-213.5444215
Summer,Army,Ref,1,4,-206.497764
Summer,Army,Ref,2,4,-759.3547419
Summer,Army,Ref,3,4,-659.0186567
Fall,Army,LO,1,1,-91.46902127
Fall,Army,LO,2,1,-578.7754152
Fall,Army,LO,3,1,-411.6778615
Fall,Army,LO,1,2,-5.253811947
Fall,Army,LO,2,2,-172.9751968
Fall,Army,LO,3,2,-253.9612417
Fall,Army,LO,1,3,-64.40384331
Fall,Army,LO,2,3,-201.7535829
Fall,Army,LO,3,3,-273.7326384
Fall,Army,HO,1,1,-247.1512317
Fall,Army,HO,2,1,-418.9089644
Fall,Army,HO,3,1,-491.6797701
Fall,Army,HO,1,2,-104.4498301
Fall,Army,HO,2,2,-115.0651245
Fall,Army,HO,3,2,-300.7737153
Fall,Army,HO,1,3,-198.0599968
Fall,Army,HO,2,3,-211.5160974
Fall,Army,HO,3,3,-417.8438755
Fall,Army,LM,1,1,-352.6541764
Fall,Army,LM,2,1,-649.6364331
Fall,Army,LM,3,1,-216.100478
Fall,Army,LM,1,2,-133.9381084
Fall,Army,LM,2,2,-140.2148168
Fall,Army,LM,3,2,24.03109379
Fall,Army,LM,1,3,-262.5602164
Fall,Army,LM,2,3,-293.4348339
Fall,Army,LM,3,3,-231.2700773
Fall,Army,MM,1,1,-407.29448
Fall,Army,MM,2,1,-981.7125419
Fall,Army,MM,3,1,-264.0802437
Fall,Army,MM,1,2,-310.6983753
Fall,Army,MM,2,2,-530.7083738
Fall,Army,MM,3,2,-217.3279886
Fall,Army,MM,1,3,-553.3944824
Fall,Army,MM,2,3,-745.3503554
Fall,Army,MM,3,3,-292.4614211
Fall,Army,HM,1,1,-899.0678413
Fall,Army,HM,2,1,-121.4018632
Fall,Army,HM,3,1,-901.963806
Fall,Army,HM,1,2,-641.1856349
Fall,Army,HM,2,2,-297.7424591
Fall,Army,HM,3,2,-919.5169498
Fall,Army,HM,1,3,-808.0254962
Fall,Army,HM,2,3,-376.3504249
Fall,Army,HM,3,3,-919.4156444
Fall,Army,Ref,1,1,-253.4589314
Fall,Army,Ref,2,1,-425.6760181
Fall,Army,Ref,3,1,-528.3509662
Fall,Army,Ref,1,2,17.67755319
Fall,Army,Ref,2,2,-261.2336607
Fall,Army,Ref,3,2,-337.1141356
Fall,Army,Ref,1,3,-107.8962014
Fall,Army,Ref,2,3,-247.9230257
Fall,Army,Ref,3,3,-310.2369231
Fall,Army,LoRef,1,1,-323.6002287
Fall,Army,LoRef,1,2,-66.19758234
Fall,Army,LoRef,1,3,-259.7340411
Fall,Army,HiRef,1,1,-360.4896333
Fall,Army,HiRef,1,2,-280.0518314
Fall,Army,HiRef,1,3,-123.0898801
Winter,Army,LO,1,1,-42.28839008
Winter,Army,LO,2,1,-118.0183476
Winter,Army,LO,3,1,-47.05404725
Winter,Army,LO,1,2,-42.98764719
Winter,Army,LO,2,2,-127.3107303
Winter,Army,LO,3,2,-59.00212648
Winter,Army,LO,1,3,-60.24860284
Winter,Army,LO,2,3,-137.6137827
Winter,Army,LO,3,3,-75.38902808
Winter,Army,LO,1,4,-65.62199107
Winter,Army,LO,2,4,-147.2408506
Winter,Army,LO,3,4,-78.04520024
Winter,Army,LO,1,5,-68.94960188
Winter,Army,LO,2,5,-151.5442789
Winter,Army,LO,3,5,-87.3981753
Winter,Army,HO,1,1,-40.97668705
Winter,Army,HO,2,1,-20.35035461
Winter,Army,HO,3,1,-67.00898282
Winter,Army,HO,1,2,-58.12746901
Winter,Army,HO,2,2,-26.38973015
Winter,Army,HO,3,2,-89.40017989
Winter,Army,HO,1,3,-71.07548304
Winter,Army,HO,2,3,-38.05688514
Winter,Army,HO,3,3,-76.86894447
Winter,Army,HO,1,4,-71.92042127
Winter,Army,HO,2,4,-36.81770744
Winter,Army,HO,3,4,-94.44174938
Winter,Army,HO,1,5,-82.47309415
Winter,Army,HO,2,5,-51.08408779
Winter,Army,HO,3,5,-103.8370102
Winter,Army,LM,1,1,-47.24428425
Winter,Army,LM,2,1,-52.7545356
Winter,Army,LM,3,1,-32.20153816
Winter,Army,LM,1,2,-72.05190638
Winter,Army,LM,2,2,-74.94141275
Winter,Army,LM,3,2,-56.94240021
Winter,Army,LM,1,3,-73.93356753
Winter,Army,LM,2,3,-89.15034216
Winter,Army,LM,3,3,-73.11094968
Winter,Army,LM,1,4,-73.38529717
Winter,Army,LM,2,4,-94.10434277
Winter,Army,LM,3,4,-67.36264962
Winter,Army,LM,1,5,-94.46980517
Winter,Army,LM,2,5,-100.3383159
Winter,Army,LM,3,5,-78.30643102
Winter,Army,MM,1,1,-288.3019603
Winter,Army,MM,2,1,-43.25547863
Winter,Army,MM,3,1,-25.99903744
Winter,Army,MM,1,2,-316.1131606
Winter,Army,MM,2,2,-60.17454206
Winter,Army,MM,3,2,-47.72499283
Winter,Army,MM,1,3,-303.7083451
Winter,Army,MM,2,3,-61.94840505
Winter,Army,MM,3,3,-31.74235296
Winter,Army,MM,1,4,-298.6981687
Winter,Army,MM,2,4,-66.55997255
Winter,Army,MM,3,4,-40.68848594
Winter,Army,MM,1,5,-304.6667214
Winter,Army,MM,2,5,-72.83121202
Winter,Army,MM,3,5,-54.85857088
Winter,Army,HM,1,1,-100.4537166
Winter,Army,HM,2,1,-16.99633521
Winter,Army,HM,3,1,-54.10062138
Winter,Army,HM,1,2,-126.4542259
Winter,Army,HM,2,2,-29.81005538
Winter,Army,HM,3,2,-73.89308779
Winter,Army,HM,1,3,-138.621959
Winter,Army,HM,2,3,-23.32473969
Winter,Army,HM,3,3,-65.01273604
Winter,Army,HM,1,4,-146.6290421
Winter,Army,HM,2,4,-45.14855318
Winter,Army,HM,3,4,-83.32313097
Winter,Army,HM,1,5,-159.6861635
Winter,Army,HM,2,5,-62.82926321
