Season,Site,CoreName,CoreNo,TimePt,conc_O2
Winter,NOAA,MM,2,1,8.299454116
Winter,NOAA,MM,3,1,8.256306599
Winter,NOAA,HM,1,1,8.434705309
Winter,NOAA,HM,2,1,9.072310839
Winter,NOAA,HM,3,1,8.638791309
Winter,NOAA,Ref,1,1,8.334121305
Winter,NOAA,Ref,2,1,8.41075443
Winter,NOAA,Ref,3,1,8.792363386
Winter,NOAA,LoRef,1,1,7.408681331
Winter,NOAA,HiRef,1,1,8.842130532
Winter,NOAA,LO,1,2,8.69508439
Winter,NOAA,LO,2,2,8.498405313
Winter,NOAA,LO,3,2,7.865438676
Winter,NOAA,HO,1,2,7.192704717
Winter,NOAA,HO,2,2,7.938980234
Winter,NOAA,HO,3,2,6.80106326
Winter,NOAA,LM,1,2,8.347345237
Winter,NOAA,LM,2,2,7.562983107
Winter,NOAA,LM,3,2,7.912536019
Winter,NOAA,MM,1,2,8.133761375
Winter,NOAA,MM,2,2,8.261467429
Winter,NOAA,MM,3,2,8.318724323
Winter,NOAA,HM,1,2,8.732222324
Winter,NOAA,HM,2,2,9.038485567
Winter,NOAA,HM,3,2,8.579787676
Winter,NOAA,Ref,1,2,8.348260547
Winter,NOAA,Ref,2,2,8.615409259
Winter,NOAA,Ref,3,2,8.557839339
Winter,NOAA,LoRef,1,2,7.394794626
Winter,NOAA,HiRef,1,2,8.353973998
Winter,NOAA,LO,1,3,8.330979845
Winter,NOAA,LO,2,3,8.415778166
Winter,NOAA,LO,3,3,7.840868304
Winter,NOAA,HO,1,3,7.195081534
Winter,NOAA,HO,2,3,7.948837231
Winter,NOAA,HO,3,3,6.936730345
Winter,NOAA,LM,1,3,8.266231757
Winter,NOAA,LM,2,3,7.548583688
Winter,NOAA,LM,3,3,7.859987724
Winter,NOAA,MM,1,3,8.187128851
Winter,NOAA,MM,2,3,8.366889395
Winter,NOAA,MM,3,3,8.28479505
Winter,NOAA,HM,1,3,8.609360682
Winter,NOAA,HM,2,3,8.805334309
Winter,NOAA,HM,3,3,8.837522078
Winter,NOAA,Ref,1,3,8.352005712
Winter,NOAA,Ref,2,3,8.513269297
Winter,NOAA,Ref,3,3,8.623066236
Winter,NOAA,LoRef,1,3,7.353991094
Winter,NOAA,HiRef,1,3,8.527739623
Winter,NOAA,LO,1,4,8.692820079
Winter,NOAA,LO,2,4,8.634567109
Winter,NOAA,LO,3,4,7.777525605
Winter,NOAA,HO,1,4,6.812492148
Winter,NOAA,HO,2,4,7.786607852
Winter,NOAA,HO,3,4,6.615528833
Winter,NOAA,LM,1,4,8.342696978
Winter,NOAA,LM,2,4,7.662299511
Winter,NOAA,LM,3,4,7.734983911
Winter,NOAA,MM,1,4,8.223115092
Winter,NOAA,MM,2,4,8.487129844
Winter,NOAA,MM,3,4,8.180957025
Winter,NOAA,HM,1,4,8.907852072
Winter,NOAA,HM,2,4,8.959681199
Winter,NOAA,HM,3,4,8.591145501
Winter,NOAA,Ref,1,4,8.329407241
Winter,NOAA,Ref,2,4,8.725494495
Winter,NOAA,Ref,3,4,8.669682989
Winter,NOAA,LoRef,1,4,7.301775841
Winter,NOAA,HiRef,1,4,8.828205303
Winter,NOAA,LO,1,5,8.62849567
Winter,NOAA,LO,2,5,8.378091422
Winter,NOAA,LO,3,5,7.769656135
Winter,NOAA,HO,1,5,7.157316119
Winter,NOAA,HO,2,5,7.967512714
Winter,NOAA,HO,3,5,7.066734309
Winter,NOAA,LM,1,5,8.372270141
Winter,NOAA,LM,2,5,7.57062168
Winter,NOAA,LM,3,5,7.568531872
Winter,NOAA,MM,1,5,8.154867148
Winter,NOAA,MM,2,5,8.159088012
Winter,NOAA,MM,3,5,8.192997668
Winter,NOAA,HM,1,5,8.59687969
Winter,NOAA,HM,2,5,9.054553257
Winter,NOAA,HM,3,5,8.793590226
Winter,NOAA,Ref,1,5,8.301600012
Winter,NOAA,Ref,2,5,8.354830107
Winter,NOAA,Ref,3,5,8.526347751
Winter,NOAA,LoRef,1,5,7.006645565
Winter,NOAA,HiRef,1,5,8.503297097
Winter,Army,LO,1,1,9.634498515
Winter,Army,LO,2,1,9.504566471
Winter,Army,LO,3,1,9.626321941
Winter,Army,HO,1,1,9.636749041
Winter,Army,HO,2,1,9.672138227
Winter,Army,HO,3,1,9.59208469
Winter,Army,LM,1,1,9.625995546
Winter,Army,LM,2,1,9.616541451
Winter,Army,LM,3,1,9.651804814
Winter,Army,MM,1,1,9.212406029
Winter,Army,MM,2,1,9.632839253
Winter,Army,MM,3,1,9.662446621
Winter,Army,HM,1,1,9.534702608
Winter,Army,HM,2,1,9.677892813
Winter,Army,HM,3,1,9.614231933
Winter,Army,Ref,1,1,9.593715566
Winter,Army,Ref,2,1,9.563924988
Winter,Army,Ref,3,1,9.06616314
Winter,Army,LoRef,1,1,9.644348162
Winter,Army,HiRef,1,1,9.597806592
Winter,Army,LO,1,2,9.639910648
Winter,Army,LO,2,2,9.495235133
Winter,Army,LO,3,2,9.61243415
Winter,Army,HO,1,2,9.613934824
Winter,Army,HO,2,2,9.668388166
Winter,Army,HO,3,2,9.560279344
Winter,Army,LM,1,2,9.590044271
Winter,Army,LM,2,2,9.585086662
Winter,Army,LM,3,2,9.615968081
Winter,Army,MM,1,2,9.171301429
Winter,Army,MM,2,2,9.610422603
Winter,Army,MM,3,2,9.631782649
Winter,Army,HM,1,2,9.496704662
Winter,Army,HM,2,2,9.662519817
Winter,Army,HM,3,2,9.586885303
Winter,Army,Ref,1,2,9.605683617
Winter,Army,Ref,2,2,9.557756259
Winter,Army,Ref,3,2,8.920901525
Winter,Army,LoRef,1,2,9.620719316
Winter,Army,HiRef,1,2,9.590155912
Winter,Army,LO,1,3,9.623287032
Winter,Army,LO,2,3,9.49054939
Winter,Army,LO,3,3,9.597310173
Winter,Army,HO,1,3,9.604711045
Winter,Army,HO,2,3,9.661361993
Winter,Army,HO,3,3,9.594771038
Winter,Army,LM,1,3,9.599807348
Winter,Army,LM,2,3,9.573699495
Winter,Army,LM,3,3,9.601218737
Winter,Army,MM,1,3,9.205576221
Winter,Army,MM,2,3,9.620370633
Winter,Army,MM,3,3,9.672196016
Winter,Army,HM,1,3,9.488819633
Winter,Army,HM,2,3,9.686638355
Winter,Army,HM,3,3,9.615113073
Winter,Army,Ref,1,3,9.61299534
Winter,Army,Ref,2,3,9.564533363
Winter,Army,Ref,3,3,8.939023957
Winter,Army,LoRef,1,3,9.610126343
Winter,Army,HiRef,1,3,9.591701292
Winter,Army,LO,1,4,9.628826414
Winter,Army,LO,2,4,9.488790613
Winter,Army,LO,3,4,9.60751156
Winter,Army,HO,1,4,9.618020018
Winter,Army,HO,2,4,9.678246743
Winter,Army,HO,3,4,9.579379534
Winter,Army,LM,1,4,9.615506689
Winter,Army,LM,2,4,9.579958432
Winter,Army,LM,3,4,9.625839917
Winter,Army,MM,1,4,9.228930981
Winter,Army,MM,2,4,9.627217093
Winter,Army,MM,3,4,9.671605539
Winter,Army,HM,1,4,9.48984031
Winter,Army,HM,2,4,9.663953274
Winter,Army,HM,3,4,9.598456064
Winter,Army,Ref,1,4,9.617244404
Winter,Army,Ref,2,4,9.564069044
Winter,Army,Ref,3,4,9.000749272
Winter,Army,LoRef,1,4,9.595762298
Winter,Army,HiRef,1,4,9.593503645
Winter,Army,LO,1,5,9.637373191
Winter,Army,LO,2,5,9.495663153
Winter,Army,LO,3,5,9.605720449
Winter,Army,HO,1,5,9.614170551
Winter,Army,HO,2,5,9.668025563
Winter,Army,HO,3,5,9.577515872
Winter,Army,LM,1,5,9.593587452
Winter,Army,LM,2,5,9.583518681
Winter,Army,LM,3,5,9.621319413
Winter,Army,MM,1,5,9.232946619
Winter,Army,MM,2,5,9.630713402
Winter,Army,MM,3,5,9.661549574
Winter,Army,HM,1,5,9.48169389
Winter,Army,HM,2,5,9.647874031
Winter,Army,HM,3,5,9.604729426
Winter,Army,Ref,1,5,9.621447281
Winter,Army,Ref,2,5,9.565442748
Winter,Army,Ref,3,5,8.897083754
Winter,Army,LoRef,1,5,9.586564191
Winter,Army,HiRef,1,5,9.588751946
Spring,IMS,LO,1,1,5.056570994
Spring,IMS,LO,2,1,2.835424978
Spring,IMS,LO,3,1,3.734533556
Spring,IMS,HO,1,1,1.833508012
Spring,IMS,HO,2,1,4.103371495
Spring,IMS,HO,3,1,4.053075956
Spring,IMS,MM,1,1,4.261525625
Spring,IMS,MM,2,1,3.744156368
Spring,IMS,MM,3,1,3.435861952
Spring,IMS,Ref,1,1,5.742984673
Spring,IMS,Ref,2,1,5.41550085
Spring,IMS,Ref,3,1,4.390461765
Spring,IMS,LoRef,1,1,4.399936312
Spring,IMS,HiRef,1,1,4.114533303
Spring,IMS,LO,1,2,5.405513002
Spring,IMS,LO,2,2,4.328325383
Spring,IMS,LO,3,2,4.733356721
Spring,IMS,HO,1,2,4.356937279
Spring,IMS,HO,2,2,5.732245781
Spring,IMS,HO,3,2,5.95875556
Spring,IMS,MM,1,2,4.172901325
Spring,IMS,MM,2,2,4.535682594
Spring,IMS,MM,3,2,4.472382104
Spring,IMS,Ref,1,2,5.7763463
Spring,IMS,Ref,2,2,5.748644515
Spring,IMS,Ref,3,2,4.800775801
Spring,IMS,LoRef,1,2,5.554080117
Spring,IMS,HiRef,1,2,4.242761353
Spring,IMS,LO,1,3,5.484400105
Spring,IMS,LO,2,3,3.761023686
Spring,IMS,LO,3,3,4.383797878
Spring,IMS,HO,1,3,2.852095298
Spring,IMS,HO,2,3,5.560557632
Spring,IMS,HO,3,3,5.439987149
Spring,IMS,MM,1,3,4.479285835
Spring,IMS,MM,2,3,4.546629455
Spring,IMS,MM,3,3,4.66076897
Spring,IMS,Ref,1,3,5.681911952
Spring,IMS,Ref,2,3,5.788064215
Spring,IMS,Ref,3,3,4.827547046
Spring,IMS,LoRef,1,3,5.800869599
Spring,IMS,HiRef,1,3,4.112551714
Spring,IMS,LO,1,4,4.775245852
Spring,IMS,LO,2,4,2.439378867
Spring,IMS,LO,3,4,4.080688978
Spring,IMS,HO,1,4,1.286333092
Spring,IMS,HO,2,4,3.763183718
Spring,IMS,HO,3,4,5.222973948
Spring,IMS,MM,1,4,3.999333962
Spring,IMS,MM,2,4,4.516468613
Spring,IMS,MM,3,4,4.461948272
Spring,IMS,Ref,1,4,4.987136082
Spring,IMS,Ref,2,4,5.907303972
Spring,IMS,Ref,3,4,4.741064512
Spring,IMS,LoRef,1,4,5.650597546
Spring,IMS,HiRef,1,4,3.726272275
Spring,IMS,LO,1,5,4.446536331
Spring,IMS,LO,2,5,2.310741904
Spring,IMS,LO,3,5,3.649612811
Spring,IMS,HO,1,5,0.945374683
Spring,IMS,HO,2,5,3.005742273
Spring,IMS,HO,3,5,5.052793262
Spring,IMS,MM,1,5,2.747058521
Spring,IMS,MM,2,5,4.268947005
Spring,IMS,MM,3,5,4.284978482
Spring,IMS,Ref,1,5,4.935588372
Spring,IMS,Ref,2,5,5.94548341
Spring,IMS,Ref,3,5,4.612911318
Spring,IMS,LoRef,1,5,5.748500328
Spring,IMS,HiRef,1,5,3.514270368
Spring,Carrot,LO,1,1,5.51713628
Spring,Carrot,LO,2,1,6.334247016
Spring,Carrot,LO,3,1,5.548416191
Spring,Carrot,HO,1,1,6.071363604
Spring,Carrot,HO,2,1,6.013668871
Spring,Carrot,HO,3,1,5.70305453
Spring,Carrot,LM,1,1,6.436721529
Spring,Carrot,LM,2,1,5.795660308
Spring,Carrot,LM,3,1,6.078608827
Spring,Carrot,MM,1,1,6.276147063
Spring,Carrot,MM,2,1,5.705206086
Spring,Carrot,MM,3,1,5.746522636
Spring,Carrot,HM,1,1,5.830442642
Spring,Carrot,HM,2,1,5.873690897
Spring,Carrot,HM,3,1,5.644813859
Spring,Carrot,Ref,1,1,3.953990047
Spring,Carrot,Ref,2,1,3.25070186
Spring,Carrot,Ref,3,1,5.093610013
Spring,Carrot,LoRef,1,1,5.848630106
Spring,Carrot,HiRef,1,1,5.95868567
Spring,Carrot,LO,1,2,5.850502291
Spring,Carrot,LO,2,2,6.461468623
Spring,Carrot,LO,3,2,6.020986057
Spring,Carrot,HO,1,2,6.405009081
Spring,Carrot,HO,2,2,6.277781817
Spring,Carrot,HO,3,2,6.081343648
Spring,Carrot,LM,1,2,6.658108308
Spring,Carrot,LM,2,2,6.496128124
Spring,Carrot,LM,3,2,6.176036846
Spring,Carrot,MM,1,2,6.572963903
Spring,Carrot,MM,2,2,6.401836229
Spring,Carrot,MM,3,2,6.478906807
Spring,Carrot,HM,1,2,6.107272787
Spring,Carrot,HM,2,2,6.014917644
Spring,Carrot,HM,3,2,6.145712595
Spring,Carrot,Ref,1,2,3.899292187
Spring,Carrot,Ref,2,2,4.91511402
Spring,Carrot,Ref,3,2,5.789308132
Spring,Carrot,LoRef,1,2,6.289041929
Spring,Carrot,HiRef,1,2,6.215335666
Spring,Carrot,LO,1,3,5.639874096
Spring,Carrot,LO,2,3,6.329108704
Spring,Carrot,LO,3,3,5.928500267
Spring,Carrot,HO,1,3,5.940556566
Spring,Carrot,HO,2,3,6.346460056
Spring,Carrot,HO,3,3,5.886955034
Spring,Carrot,LM,1,3,6.685916573
Spring,Carrot,LM,2,3,6.475812493
Spring,Carrot,LM,3,3,4.75442011
Spring,Carrot,MM,1,3,6.566866432
Spring,Carrot,MM,2,3,6.27985329
Spring,Carrot,MM,3,3,6.535378351
Spring,Carrot,HM,1,3,6.015705579
Spring,Carrot,HM,2,3,5.915942704
Spring,Carrot,HM,3,3,6.130605306
Spring,Carrot,Ref,1,3,3.016584388
Spring,Carrot,Ref,2,3,3.863838531
Spring,Carrot,Ref,3,3,5.462584067
Spring,Carrot,LoRef,1,3,6.190813691
Spring,Carrot,HiRef,1,3,6.30369191
Spring,Carrot,LO,1,4,4.829365335
Spring,Carrot,LO,2,4,6.011849045
Spring,Carrot,LO,3,4,4.453798851
Spring,Carrot,HO,1,4,4.973699887
Spring,Carrot,HO,2,4,5.889080876
Spring,Carrot,HO,3,4,4.908655616
Spring,Carrot,LM,1,4,6.66693999
Spring,Carrot,LM,2,4,6.244803209
Spring,Carrot,LM,3,4,4.236284037
Spring,Carrot,MM,1,4,5.759346236
Spring,Carrot,MM,2,4,6.287283728
Spring,Carrot,MM,3,4,6.352305791
Spring,Carrot,HM,1,4,5.945626972
Spring,Carrot,HM,2,4,5.551640854
Spring,Carrot,HM,3,4,6.038082621
Spring,Carrot,Ref,1,4,1.873005361
Spring,Carrot,Ref,2,4,1.311219464
Spring,Carrot,Ref,3,4,4.728650272
Spring,Carrot,LoRef,1,4,5.78381794
Spring,Carrot,HiRef,1,4,6.193981086
Spring,Carrot,LO,1,5,4.454009496
Spring,Carrot,LO,2,5,5.069305608
Spring,Carrot,LO,3,5,3.171329495
Spring,Carrot,HO,1,5,4.712783557
Spring,Carrot,HO,2,5,6.040065486
Spring,Carrot,HO,3,5,4.26724864
Spring,Carrot,LM,1,5,6.626380888
Spring,Carrot,LM,2,5,6.279852522
Spring,Carrot,LM,3,5,4.793675683
Spring,Carrot,MM,1,5,5.973548945
Spring,Carrot,MM,2,5,6.216455602
Spring,Carrot,MM,3,5,6.359263317
Spring,Carrot,HM,1,5,5.844482767
Spring,Carrot,HM,2,5,5.532699126
Spring,Carrot,HM,3,5,5.98217089
Spring,Carrot,Ref,1,5,1.528432698
Spring,Carrot,Ref,2,5,2.049547882
Spring,Carrot,Ref,3,5,4.244529662
Spring,Carrot,LoRef,1,5,5.683225814
Spring,Carrot,HiRef,1,5,6.102619171
Spring,NOAA,LO,1,1,4.928830511
Spring,NOAA,LO,2,1,4.533715411
Spring,NOAA,LO,3,1,3.638182696
Spring,NOAA,HO,1,1,3.268298236
Spring,NOAA,HO,2,1,4.575349276
Spring,NOAA,HO,3,1,6.10344101
Spring,NOAA,LM,1,1,3.306050741
Spring,NOAA,LM,2,1,2.793970703
Spring,NOAA,LM,3,1,2.873373694
Spring,NOAA,MM,1,1,4.105292197
Spring,NOAA,MM,2,1,2.132451452
Spring,NOAA,MM,3,1,3.70825515
Spring,NOAA,HM,1,1,4.939309454
Spring,NOAA,HM,2,1,5.98849328
Spring,NOAA,HM,3,1,5.733904337
Spring,NOAA,Ref,1,1,4.971260603
Spring,NOAA,Ref,2,1,3.55749497
Spring,NOAA,Ref,3,1,4.226257976
Spring,NOAA,LoRef,1,1,5.271576764
Spring,NOAA,HiRef,1,1,6.592516881
Spring,NOAA,LO,1,2,5.040960961
Spring,NOAA,LO,2,2,5.169710018
Spring,NOAA,LO,3,2,3.163392685
Spring,NOAA,HO,1,2,3.151001725
Spring,NOAA,HO,2,2,4.512443797
Spring,NOAA,HO,3,2,6.349076222
Spring,NOAA,LM,1,2,3.21890531
Spring,NOAA,LM,2,2,2.959170256
Spring,NOAA,LM,3,2,3.338049156
Spring,NOAA,MM,1,2,4.01568919
Spring,NOAA,MM,2,2,2.823033246
Spring,NOAA,MM,3,2,4.043709837
Spring,NOAA,HM,1,2,5.794624719
Spring,NOAA,HM,2,2,6.357224739
Spring,NOAA,HM,3,2,6.06836719
Spring,NOAA,Ref,1,2,5.076619745
Spring,NOAA,Ref,2,2,4.326199604
Spring,NOAA,Ref,3,2,4.493537611
Spring,NOAA,LoRef,1,2,5.317518631
Spring,NOAA,HiRef,1,2,6.723270255
Spring,NOAA,LO,1,3,4.946167519
Spring,NOAA,LO,2,3,4.958115788
Spring,NOAA,LO,3,3,3.516293757
Spring,NOAA,HO,1,3,3.304074487
Spring,NOAA,HO,2,3,4.471477859
Spring,NOAA,HO,3,3,6.173488461
Spring,NOAA,LM,1,3,3.281136603
Spring,NOAA,LM,2,3,2.783627478
Spring,NOAA,LM,3,3,3.150807741
Spring,NOAA,MM,1,3,3.892057612
Spring,NOAA,MM,2,3,2.668265943
Spring,NOAA,MM,3,3,4.070428188
Spring,NOAA,HM,1,3,5.923225195
Spring,NOAA,HM,2,3,6.328503991
Spring,NOAA,HM,3,3,6.025463036
Spring,NOAA,Ref,1,3,5.085613551
Spring,NOAA,Ref,2,3,4.369513318
Spring,NOAA,Ref,3,3,4.85036164
Spring,NOAA,LoRef,1,3,5.256103869
Spring,NOAA,HiRef,1,3,6.712278322
Spring,NOAA,LO,1,4,4.732088925
Spring,NOAA,LO,2,4,3.793002932
Spring,NOAA,LO,3,4,2.815484293
Spring,NOAA,HO,1,4,2.484286613
Spring,NOAA,HO,2,4,3.868472016
Spring,NOAA,HO,3,4,5.600905221
Spring,NOAA,LM,1,4,2.981582971
Spring,NOAA,LM,2,4,2.173109741
Spring,NOAA,LM,3,4,2.319327769
Spring,NOAA,MM,1,4,3.669918599
Spring,NOAA,MM,2,4,1.820475218
Spring,NOAA,MM,3,4,3.562506676
Spring,NOAA,HM,1,4,5.789287188
Spring,NOAA,HM,2,4,6.198221837
Spring,NOAA,HM,3,4,5.628309084
Spring,NOAA,Ref,1,4,4.681479107
Spring,NOAA,Ref,2,4,4.247194184
Spring,NOAA,Ref,3,4,4.225003415
Spring,NOAA,LoRef,1,4,5.109718088
Spring,NOAA,HiRef,1,4,6.559530887
Spring,NOAA,LO,1,5,4.571807702
Spring,NOAA,LO,2,5,3.526433395
Spring,NOAA,LO,3,5,2.311294085
Spring,NOAA,HO,1,5,2.613267294
Spring,NOAA,HO,2,5,3.69913674
Spring,NOAA,HO,3,5,4.751728074
Spring,NOAA,LM,1,5,3.114081989
Spring,NOAA,LM,2,5,2.148222488
Spring,NOAA,LM,3,5,2.326081783
Spring,NOAA,MM,1,5,3.490429154
Spring,NOAA,MM,2,5,3.350138333
Spring,NOAA,MM,3,5,1.698148642
Spring,NOAA,HM,1,5,5.446835277
Spring,NOAA,HM,2,5,6.177267866
Spring,NOAA,HM,3,5,5.463258161
Spring,NOAA,Ref,1,5,4.663809795
Spring,NOAA,Ref,2,5,4.547807816
Spring,NOAA,Ref,3,5,4.089570751
Spring,NOAA,LoRef,1,5,4.827425077
Spring,NOAA,HiRef,1,5,6.554959759
Spring,Army,LO,1,1,5.908394714
Spring,Army,LO,2,1,5.664186124
Spring,Army,LO,3,1,5.9837555
Spring,Army,HO,1,1,6.3798449
Spring,Army,HO,2,1,6.376283891
Spring,Army,HO,3,1,5.615281773
Spring,Army,LM,1,1,6.024809591
Spring,Army,LM,2,1,5.961404428
Spring,Army,LM,3,1,6.012640753
Spring,Army,MM,1,1,5.928103761
Spring,Army,MM,2,1,6.092188743
Spring,Army,MM,3,1,5.89667965
Spring,Army,HM,1,1,6.297186085
Spring,Army,HM,2,1,5.219930988
Spring,Army,HM,3,1,5.898422357
Spring,Army,Ref,1,1,6.442168611
Spring,Army,Ref,2,1,6.135558308
Spring,Army,Ref,3,1,6.036112665
Spring,Army,LoRef,1,1,4.806514845
Spring,Army,HiRef,1,1,6.16897383
Spring,Army,LO,1,2,6.445928618
Spring,Army,LO,2,2,5.841895568
Spring,Army,LO,3,2,6.409295166
Spring,Army,HO,1,2,6.532026188
Spring,Army,HO,2,2,6.641776389
Spring,Army,HO,3,2,6.239173521
Spring,Army,LM,1,2,6.413938565
Spring,Army,LM,2,2,6.653696089
Spring,Army,LM,3,2,6.412644746
Spring,Army,MM,1,2,6.127489452
Spring,Army,MM,2,2,6.473691409
Spring,Army,MM,3,2,6.276552656
Spring,Army,HM,1,2,6.445540993
Spring,Army,HM,2,2,5.355114329
Spring,Army,HM,3,2,6.326624814
Spring,Army,Ref,1,2,6.609341516
Spring,Army,Ref,2,2,6.442116356
Spring,Army,Ref,3,2,6.345854412
Spring,Army,LoRef,1,2,5.047901811
Spring,Army,HiRef,1,2,6.494027347
Spring,Army,LO,1,3,6.183804815
Spring,Army,LO,2,3,5.735984464
Spring,Army,LO,3,3,6.570426138
Spring,Army,HO,1,3,6.653346628
Spring,Army,HO,2,3,6.762022198
Spring,Army,HO,3,3,6.377290747
Spring,Army,LM,1,3,6.615773314
Spring,Army,LM,2,3,6.701937867
Spring,Army,LM,3,3,6.494445576
Spring,Army,MM,1,3,6.445481765
Spring,Army,MM,2,3,6.442663293
Spring,Army,MM,3,3,6.284884635
Spring,Army,HM,1,3,6.559093264
Spring,Army,HM,2,3,5.652229676
Spring,Army,HM,3,3,6.161285815
Spring,Army,Ref,1,3,6.674791341
Spring,Army,Ref,2,3,6.541593762
Spring,Army,Ref,3,3,6.529428275
Spring,Army,LoRef,1,3,4.808239609
Spring,Army,HiRef,1,3,6.602059599
Spring,Army,LO,1,4,6.033735823
Spring,Army,LO,2,4,5.139722549
Spring,Army,LO,3,4,6.255133809
Spring,Army,HO,1,4,5.975023142
Spring,Army,HO,2,4,6.507314358
Spring,Army,HO,3,4,5.731842941
Spring,Army,LM,1,4,5.748997227
Spring,Army,LM,2,4,5.98255703
Spring,Army,LM,3,4,5.795107993
Spring,Army,MM,1,4,5.234373531
Spring,Army,MM,2,4,5.87041318
Spring,Army,MM,3,4,5.713905542
Spring,Army,HM,1,4,6.363354863
Spring,Army,HM,2,4,2.492390227
Spring,Army,HM,3,4,5.918984928
Spring,Army,Ref,1,4,6.016539806
Spring,Army,Ref,2,4,6.247681629
Spring,Army,Ref,3,4,5.966007664
Spring,Army,LoRef,1,4,3.713901712
Spring,Army,HiRef,1,4,5.560450664
Spring,Army,LO,1,5,6.013691177
Spring,Army,LO,2,5,5.37456632
Spring,Army,LO,3,5,6.342572957
Spring,Army,HO,1,5,6.482803433
Spring,Army,HO,2,5,6.614931763
Spring,Army,HO,3,5,5.80162093
Spring,Army,LM,1,5,6.062438086
Spring,Army,LM,2,5,6.588237486
Spring,Army,LM,3,5,6.147168129
Spring,Army,MM,1,5,4.585831078
Spring,Army,MM,2,5,6.281586967
Spring,Army,MM,3,5,5.643894017
Spring,Army,HM,1,5,6.455328045
Spring,Army,HM,2,5,4.09721242
Spring,Army,HM,3,5,5.04940557
Spring,Army,Ref,1,5,6.581849587
Spring,Army,Ref,2,5,6.382438248
Spring,Army,Ref,3,5,6.108672606
Spring,Army,LoRef,1,5,3.607844876
Spring,Army,HiRef,1,5,6.435984006
Summer15,IMS,LO,1,1,3.918925994
Summer15,IMS,LO,2,1,5.609129259
Summer15,IMS,LO,3,1,3.572939243
Summer15,IMS,HO,1,1,5.389172372
Summer15,IMS,HO,2,1,5.366114556
Summer15,IMS,HO,3,1,5.372567538
Summer15,IMS,MM,1,1,3.735918927
Summer15,IMS,MM,2,1,3.513533584
Summer15,IMS,MM,3,1,3.043259763
Summer15,IMS,LO,1,2,3.825040221
Summer15,IMS,LO,2,2,5.486715835
Summer15,IMS,LO,3,2,3.140048663
Summer15,IMS,HO,1,2,5.319030884
Summer15,IMS,HO,2,2,5.302077229
Summer15,IMS,HO,3,2,5.216429982
Summer15,IMS,MM,1,2,3.499461286
Summer15,IMS,MM,2,2,3.453810744
Summer15,IMS,MM,3,2,2.954286803
Summer15,IMS,LO,1,3,2.211715985
Summer15,IMS,LO,2,3,5.162925062
Summer15,IMS,LO,3,3,0.839052691
Summer15,IMS,HO,1,3,4.502124941
Summer15,IMS,HO,2,3,4.761185844
Summer15,IMS,HO,3,3,5.198377964
Summer15,IMS,MM,1,3,2.630370363
Summer15,IMS,MM,2,3,2.344357113
Summer15,IMS,MM,3,3,1.634279028
Summer15,IMS,LO,1,4,2.41999846
Summer15,IMS,LO,2,4,5.134153911
Summer15,IMS,LO,3,4,0.287814051
Summer15,IMS,HO,1,4,4.538160945
Summer15,IMS,HO,2,4,4.391961108
Summer15,IMS,HO,3,4,5.085357841
Summer15,IMS,MM,1,4,2.679693417
Summer15,IMS,MM,2,4,2.305278647
Summer15,IMS,MM,3,4,1.785748952
Summer15,IMS,LO,1,5,2.304101252
Summer15,IMS,LO,2,5,2.402185759
Summer15,IMS,LO,3,5,1.242775104
Summer15,IMS,HO,1,5,2.060874189
Summer15,IMS,HO,2,5,5.007851331
Summer15,IMS,HO,3,5,0.297074452
Summer15,IMS,MM,1,5,4.435767631
Summer15,IMS,MM,2,5,4.102114106
Summer15,IMS,MM,3,5,4.843744972
Summer15,Carrot,LO,1,1,4.386507085
Summer15,Carrot,LO,2,1,5.113203205
Summer15,Carrot,LO,3,1,5.337831233
Summer15,Carrot,HO,1,1,4.592740699
Summer15,Carrot,HO,2,1,3.144750482
Summer15,Carrot,HO,3,1,2.331313661
Summer15,Carrot,MM,1,1,5.161871848
Summer15,Carrot,MM,2,1,5.382053852
Summer15,Carrot,MM,3,1,4.717683146
Summer15,Carrot,LO,1,2,4.494867828
Summer15,Carrot,LO,2,2,5.126126137
Summer15,Carrot,LO,3,2,5.350186243
Summer15,Carrot,HO,1,2,4.237997688
Summer15,Carrot,HO,2,2,3.604772519
Summer15,Carrot,HO,3,2,1.959389511
Summer15,Carrot,MM,1,2,4.659004142
Summer15,Carrot,MM,2,2,5.308820505
Summer15,Carrot,MM,3,2,4.466497994
Summer15,Carrot,LO,1,3,4.597066805
Summer15,Carrot,LO,2,3,5.192108314
Summer15,Carrot,LO,3,3,5.434349091
Summer15,Carrot,HO,1,3,4.500357417
Summer15,Carrot,HO,2,3,3.988869319
Summer15,Carrot,HO,3,3,2.423848399
Summer15,Carrot,MM,1,3,4.620571758
Summer15,Carrot,MM,2,3,5.425699041
Summer15,Carrot,MM,3,3,4.762368794
Summer15,Carrot,LO,1,4,3.852681872
Summer15,Carrot,LO,2,4,5.177543375
Summer15,Carrot,LO,3,4,5.288274871
Summer15,Carrot,HO,1,4,2.502020985
Summer15,Carrot,HO,2,4,3.054739229
Summer15,Carrot,HO,3,4,0.576755876
Summer15,Carrot,MM,1,4,3.924848162
Summer15,Carrot,MM,2,4,4.670573289
Summer15,Carrot,MM,3,4,3.986347742
Summer15,Carrot,LO,1,5,4.511414278
Summer15,Carrot,LO,2,5,5.357626359
Summer15,Carrot,LO,3,5,5.444945015
Summer15,Carrot,HO,1,5,3.563758475
